|ACCOCI|ASSETS|ASSETSC|ASSETSNC|BVPS|CAPEX|CASHNEQ|CASHNEQUSD|COR|CURRENTRATIO|DE|DEBT|DEBTUSD|DEPAMOR|DILUTIONRATIO|DPS|Date|EBIT|EBITDA|EBITDAUSD|EBITUSD|EBT|EPS|EPSDIL|EPSUSD|EQUITY|EQUITYUSD|FCF|FCFPS|GP|INTANGIBLES|INTEXP|INVCAP|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|NCF|NCFCOMMON|NCFDEBT|NCFDIV|NCFF|NCFI|NCFO|NCFX|NETINC|NETINCCMN|NETINCCMNUSD|NETINCDIS|PAYABLES|PREFDIVIS|RECEIVABLES|RETEARN|REVENUE|REVENUEUSD|RND|SGNA|SHARESWA|SHARESWADIL|SYMBOL|TANGIBLES|TAXEXP|TBVPS|WORKINGCAPITAL
0|154000000.0|9078000000.0|4275000000.0|4803000000.0|-0.6359584|-466000000.0|2676000000.0|2676000000.0|3131000000.0|1.93438914|-19.69626168|4560000000.0|4560000000.0|1128000000.0|1.00742942|0.0|2009-12-26|926000000.0|2054000000.0|2054000000.0|926000000.0|488000000.0|0.46|0.45|0.46|-428000000.0|-428000000.0|7000000.0|0.01040119|2272000000.0|421000000.0|438000000.0|8331000000.0|567000000.0|8430000000.0|2210000000.0|6220000000.0|724000000.0|125000000.0|509000000.0|0.0|1524000000.0|-1273000000.0|473000000.0|0.0|376000000.0|304000000.0|304000000.0|3000000.0|647000000.0|72000000.0|745000000.0|-5939000000.0|5403000000.0|5403000000.0|1721000000.0|994000000.0|673000000.0|678000000.0|AMD|8657000000.0|112000000.0|12.86329866|2065000000.0
1|1000000.0|4964000000.0|3594000000.0|1370000000.0|1.42475387|-147000000.0|1789000000.0|1789000000.0|3533000000.0|2.14695341|3.90029615|2192000000.0|2192000000.0|383000000.0|1.03094233|0.0|2010-12-25|708000000.0|1091000000.0|1091000000.0|708000000.0|509000000.0|0.66|0.64|0.66|1013000000.0|1013000000.0|-559000000.0|-0.7862166|2961000000.0|323000000.0|199000000.0|3370000000.0|632000000.0|3951000000.0|1674000000.0|2277000000.0|-1051000000.0|15000000.0|446000000.0|0.0|484000000.0|-1123000000.0|-412000000.0|0.0|471000000.0|471000000.0|471000000.0|0.0|581000000.0|0.0|968000000.0|-5468000000.0|6494000000.0|6494000000.0|1405000000.0|934000000.0|711000000.0|733000000.0|AMD|4641000000.0|38000000.0|6.52742616|1920000000.0
2|-5000000.0|4954000000.0|3229000000.0|1725000000.0|2.18707015|-234000000.0|1765000000.0|1765000000.0|3628000000.0|1.82018038|2.11572327|2016000000.0|2016000000.0|317000000.0|1.02063274|0.0|2011-12-31|667000000.0|984000000.0|984000000.0|667000000.0|487000000.0|0.68|0.66|0.68|1590000000.0|1590000000.0|148000000.0|0.20357634|2940000000.0|331000000.0|180000000.0|3100000000.0|476000000.0|3364000000.0|1774000000.0|1590000000.0|263000000.0|18000000.0|-39000000.0|0.0|-6000000.0|-113000000.0|382000000.0|0.0|491000000.0|491000000.0|491000000.0|4000000.0|540000000.0|0.0|919000000.0|-4977000000.0|6568000000.0|6568000000.0|1453000000.0|992000000.0|727000000.0|742000000.0|AMD|4623000000.0|-4000000.0|6.35900963|1455000000.0
3|-3000000.0|4000000000.0|2265000000.0|1735000000.0|0.72604588|-133000000.0|549000000.0|549000000.0|4187000000.0|1.62133142|6.43494424|2042000000.0|2042000000.0|260000000.0|1.0|0.0|2012-12-29|-1042000000.0|-782000000.0|-782000000.0|-1042000000.0|-1217000000.0|-1.6|-1.6|-1.6|538000000.0|538000000.0|-471000000.0|-0.63562753|1235000000.0|649000000.0|175000000.0|3447000000.0|562000000.0|3462000000.0|1397000000.0|2065000000.0|-320000000.0|14000000.0|2000000.0|0.0|37000000.0|-19000000.0|-338000000.0|0.0|-1183000000.0|-1183000000.0|-1183000000.0|0.0|732000000.0|0.0|630000000.0|-6160000000.0|5422000000.0|5422000000.0|1354000000.0|823000000.0|741000000.0|741000000.0|AMD|3351000000.0|-34000000.0|4.52226721|868000000.0
4|-2000000.0|4337000000.0|2884000000.0|1453000000.0|0.72148541|154000000.0|869000000.0|869000000.0|3321000000.0|1.78244747|6.97242647|2058000000.0|2058000000.0|236000000.0|1.0|0.0|2013-12-28|103000000.0|339000000.0|339000000.0|103000000.0|-74000000.0|-0.11|-0.11|-0.11|544000000.0|544000000.0|6000000.0|0.00795756|1978000000.0|631000000.0|177000000.0|3277000000.0|884000000.0|3793000000.0|1618000000.0|2175000000.0|320000000.0|3000000.0|0.0|0.0|13000000.0|455000000.0|-148000000.0|0.0|-83000000.0|-83000000.0|-83000000.0|0.0|883000000.0|0.0|832000000.0|-6243000000.0|5299000000.0|5299000000.0|1201000000.0|674000000.0|754000000.0|754000000.0|AMD|3706000000.0|9000000.0|4.91511936|1266000000.0
5|-5000000.0|3767000000.0|2736000000.0|1031000000.0|0.24348958|-95000000.0|805000000.0|805000000.0|3667000000.0|1.9|19.14438503|2212000000.0|2212000000.0|203000000.0|1.0|0.0|2014-12-27|-221000000.0|-18000000.0|-18000000.0|-221000000.0|-398000000.0|-0.53|-0.53|-0.53|187000000.0|187000000.0|-193000000.0|-0.25130208|1839000000.0|385000000.0|177000000.0|3349000000.0|685000000.0|3580000000.0|1440000000.0|2140000000.0|-64000000.0|4000000.0|40000000.0|0.0|46000000.0|-12000000.0|-98000000.0|0.0|-403000000.0|-403000000.0|-403000000.0|0.0|633000000.0|0.0|818000000.0|-6646000000.0|5506000000.0|5506000000.0|1072000000.0|604000000.0|768000000.0|768000000.0|AMD|3382000000.0|5000000.0|4.40364583|1296000000.0
6|-8000000.0|3084000000.0|2320000000.0|764000000.0|-0.52618135|-88000000.0|785000000.0|785000000.0|2911000000.0|1.65359943|-8.48543689|2237000000.0|2237000000.0|167000000.0|1.0|0.0|2015-12-26|-486000000.0|-319000000.0|-319000000.0|-486000000.0|-646000000.0|-0.84|-0.84|-0.84|-412000000.0|-412000000.0|-314000000.0|-0.40102171|1080000000.0|278000000.0|160000000.0|2855000000.0|678000000.0|3496000000.0|1403000000.0|2093000000.0|-20000000.0|5000000.0|56000000.0|0.0|59000000.0|147000000.0|-226000000.0|0.0|-660000000.0|-660000000.0|-660000000.0|0.0|524000000.0|0.0|533000000.0|-7306000000.0|3991000000.0|3991000000.0|947000000.0|482000000.0|783000000.0|783000000.0|AMD|2806000000.0|14000000.0|3.58365262|917000000.0
0|-23033.0|61220167.0|27685836.0|33534331.0|-4927.9483398|-1361789.0|3330932.0|3330932.0|4088166.0|1.85264549|-1.53570736|43985923.0|43985923.0|5708694.0|1.0|0.0|2011-12-31|-20295359.0|-14586665.0|-14586665.0|-20295359.0|-23751170.0|-1024.2|-1024.2|-1024.2|-114279122.0|-114279122.0|-16269546.0|-701.5759379|20261455.0|28517343.0|3455811.0|58413868.0|11397306.0|175499289.0|14943947.0|160555342.0|-328557.0|3687.0|140000.0|0.0|23749633.0|-9170433.0|-14907757.0|0.0|-23751170.0|-23751170.0|-23751170.0|0.0|1389230.0|0.0|3446673.0|-96602095.0|24349621.0|24349621.0|7789216.0|24408560.0|23190.0|23190.0|AMDA|32702824.0|0.0|1410.2123329|12741889.0
1|2000.0|33455000.0|19042000.0|14413000.0|-6381.33149718|-593000.0|3001000.0|3001000.0|6466000.0|0.78637208|-1.22561588|20466000.0|20466000.0|4264000.0|1.0|0.0|2012-12-31|-30150000.0|-25886000.0|-25886000.0|-30150000.0|-35761000.0|-1507.8|-1507.8|-1507.8|-148283000.0|-148283000.0|-10323000.0|-444.24839695|22022000.0|11352000.0|5611000.0|15353000.0|8826000.0|181738000.0|24215000.0|157523000.0|-590000.0|5000.0|4749000.0|0.0|4865000.0|4275000.0|-9730000.0|0.0|-35035000.0|-35035000.0|-35035000.0|0.0|2143000.0|0.0|4016000.0|-131637000.0|28488000.0|28488000.0|6013000.0|24407000.0|23237.0|23237.0|AMDA|22103000.0|-726000.0|951.1985196|-5173000.0
2|0.0|34327000.0|19910000.0|14417000.0|-4298.86251931|-2295000.0|2671000.0|2671000.0|7045000.0|0.79598609|-1.22427006|17925000.0|17925000.0|2207000.0|1.0|0.0|2013-12-31|-6435000.0|-4228000.0|-4228000.0|-6435000.0|-8286000.0|-232.8|-232.8|-232.8|-153061000.0|-153061000.0|-12244000.0|-343.88428591|15269000.0|10851000.0|1851000.0|13717000.0|10084000.0|187388000.0|25013000.0|162375000.0|-462000.0|2955000.0|-2573000.0|0.0|9234000.0|253000.0|-9949000.0|0.0|-8286000.0|-8286000.0|-8286000.0|0.0|3377000.0|0.0|2817000.0|-139923000.0|22314000.0|22314000.0|3461000.0|22143000.0|35605.0|35605.0|AMDA|23476000.0|0.0|659.34559753|-5103000.0
3|0.0|47583000.0|33682000.0|13901000.0|8.4644919|-2129000.0|18247000.0|18247000.0|7910000.0|1.46481691|5.88909802|22131000.0|22131000.0|2340000.0|1.0|0.0|2014-12-31|-28932000.0|-26592000.0|-26592000.0|-28932000.0|-32582000.0|-39.93|-39.93|-39.93|6907000.0|6907000.0|-16651000.0|-20.40571228|14855000.0|10351000.0|3650000.0|18122000.0|11675000.0|40676000.0|22994000.0|17682000.0|15968000.0|26689000.0|5538000.0|0.0|32227000.0|-1737000.0|-14522000.0|0.0|-32582000.0|-32582000.0|-32582000.0|0.0|778000.0|0.0|2513000.0|-172505000.0|22765000.0|22765000.0|6742000.0|32280000.0|815997.0|815997.0|AMDA|37232000.0|0.0|45.62761873|10688000.0
4|0.0|35862000.0|23505000.0|12357000.0|3.27605229|-658000.0|11485000.0|11485000.0|6250000.0|1.15057027|1.5198145|16365000.0|16365000.0|2153000.0|1.0|0.0|2015-12-31|-19573000.0|-17420000.0|-17420000.0|-19573000.0|-23912000.0|-5.5|-5.5|-5.5|14232000.0|14232000.0|-9721000.0|-2.23766894|13203000.0|9850000.0|4339000.0|10463000.0|9131000.0|21630000.0|20429000.0|1201000.0|-6762000.0|10080000.0|-7121000.0|0.0|2959000.0|-658000.0|-9063000.0|0.0|-23912000.0|-23912000.0|-23912000.0|0.0|643000.0|0.0|2660000.0|-196537000.0|19453000.0|19453000.0|6387000.0|18857000.0|4344253.0|4344253.0|AMDA|26012000.0|0.0|5.98768074|3076000.0
0|-75281000.0|3246032000.0|969430000.0|2276602000.0|6.52184806|-33062000.0|246356000.0|246356000.0|1435953000.0|2.28487185|1.07146285|1041681000.0|1041681000.0|65500000.0|1.00994494|0.11|2009-12-31|363383000.0|428883000.0|428883000.0|363383000.0|294633000.0|0.85|0.85|0.85|1567024000.0|1567024000.0|331609000.0|1.38013426|662402000.0|1799179000.0|68750000.0|1817896000.0|311542000.0|1679008000.0|424282000.0|1254726000.0|159376000.0|11328000.0|-92364000.0|-25579000.0|-102519000.0|-106344000.0|364671000.0|3568000.0|205770000.0|205770000.0|205770000.0|0.0|191779000.0|0.0|331383000.0|1500471000.0|2098355000.0|2098355000.0|0.0|254143000.0|240273000.0|242662500.0|AME|1446853000.0|88863000.0|6.02170448|545148000.0
1|-91958000.0|3818915000.0|974492000.0|2844423000.0|7.44058277|-39183000.0|163208000.0|163208000.0|1646892000.0|1.76904072|1.15125417|1168512000.0|1168512000.0|72896000.0|1.01149281|0.12|2010-12-31|473772000.0|546668000.0|546668000.0|473772000.0|406250000.0|1.19|1.18|1.19|1775204000.0|1775204000.0|383830000.0|1.60878349|824060000.0|2335201000.0|67522000.0|1938159000.0|335253000.0|2043711000.0|550859000.0|1492852000.0|-83148000.0|-57091000.0|139284000.0|-28554000.0|62629000.0|-566823000.0|423013000.0|-1967000.0|283932000.0|283932000.0|283932000.0|0.0|236600000.0|0.0|399913000.0|1755742000.0|2470952000.0|2470952000.0|0.0|296482000.0|238584000.0|241326000.0|AME|1483714000.0|122318000.0|6.21883278|423633000.0
2|-157263000.0|4319490000.0|1059119000.0|3260371000.0|8.53972619|-50816000.0|170392000.0|170392000.0|1955779000.0|1.68414868|1.10418915|1263924000.0|1263924000.0|86532000.0|1.01155656|0.16|2011-12-31|626371000.0|712903000.0|712903000.0|626371000.0|556642000.0|1.6|1.58|1.6|2052805000.0|2052805000.0|457749000.0|1.90424864|1034135000.0|2789194000.0|69729000.0|1994953000.0|380471000.0|2266685000.0|628875000.0|1637810000.0|7184000.0|-41900000.0|99068000.0|-38366000.0|31858000.0|-526453000.0|508565000.0|-6786000.0|384464000.0|384464000.0|384464000.0|0.0|283068000.0|0.0|438245000.0|2101615000.0|2989914000.0|2989914000.0|0.0|349321000.0|240383000.0|243161000.0|AME|1530296000.0|172178000.0|6.36607414|430244000.0
3|-151330000.0|5190056000.0|1164743000.0|4025313000.0|10.49699808|-57427000.0|157984000.0|157984000.0|2154132000.0|1.32361822|1.04723742|1453775000.0|1453775000.0|105471000.0|1.0102438|0.22|2012-12-31|737947000.0|843418000.0|843418000.0|737947000.0|662475000.0|1.9|1.88|1.9|2535151000.0|2535151000.0|555037000.0|2.29817566|1180081000.0|3517966000.0|75472000.0|2087912000.0|428935000.0|2654905000.0|879969000.0|1774936000.0|-12408000.0|34765000.0|177887000.0|-53083000.0|174539000.0|-803731000.0|612464000.0|4320000.0|459132000.0|459132000.0|459132000.0|0.0|321183000.0|0.0|507850000.0|2507419000.0|3334213000.0|3334213000.0|0.0|380532000.0|241512000.0|243986000.0|AME|1672090000.0|203343000.0|6.92342409|284774000.0
4|-65239000.0|5877902000.0|1369129000.0|4508773000.0|12.85743394|-50515000.0|295203000.0|295203000.0|2323642000.0|1.56553293|0.87425868|1415065000.0|1415065000.0|118657000.0|1.00881455|0.24|2013-12-31|798367000.0|917024000.0|917024000.0|798367000.0|724795000.0|2.12|2.1|2.12|3136121000.0|3136121000.0|610144000.0|2.50146157|1270494000.0|3882289000.0|73572000.0|2240930000.0|452848000.0|2741781000.0|874545000.0|1867236000.0|137219000.0|16867000.0|-44931000.0|-58405000.0|-70284000.0|-460333000.0|660659000.0|7177000.0|516999000.0|516999000.0|516999000.0|0.0|347638000.0|0.0|536701000.0|2966015000.0|3594136000.0|3594136000.0|0.0|398177000.0|243915000.0|246065000.0|AME|1995613000.0|207796000.0|8.18159195|494584000.0
5|-266894000.0|6420963000.0|1578604000.0|4842359000.0|13.22890745|-70377000.0|377615000.0|377615000.0|2597017000.0|1.68628331|0.98204726|1714026000.0|1714026000.0|138584000.0|1.00905323|0.33|2014-12-31|884760000.0|1023344000.0|1023344000.0|884760000.0|804832000.0|2.39|2.37|2.39|3239561000.0|3239561000.0|655585000.0|2.67711375|1424947000.0|4239591000.0|79928000.0|2581639000.0|495896000.0|3181402000.0|936144000.0|2245258000.0|82412000.0|-229790000.0|326591000.0|-80551000.0|24139000.0|-641633000.0|725962000.0|-26056000.0|584460000.0|584460000.0|584460000.0|0.0|386207000.0|0.0|585462000.0|3469923000.0|4021964000.0|4021964000.0|0.0|462637000.0|244885000.0|247102000.0|AME|2181372000.0|220372000.0|8.90774037|642460000.0
6|-405631000.0|6660450000.0|1618827000.0|5041623000.0|13.56625512|-68662000.0|381005000.0|381005000.0|2549280000.0|1.58085332|1.04645634|1938040000.0|1938040000.0|149460000.0|1.00700274|0.36|2015-12-31|898175000.0|1047635000.0|1047635000.0|898175000.0|806380000.0|2.46|2.45|2.46|3254626000.0|3254626000.0|603878000.0|2.51714421|1425015000.0|4379594000.0|91795000.0|2813870000.0|514451000.0|3405824000.0|1024021000.0|2381803000.0|3390000.0|-396208000.0|244754000.0|-85988000.0|-216964000.0|-425557000.0|672540000.0|-26629000.0|590859000.0|590859000.0|590859000.0|0.0|365355000.0|0.0|603295000.0|3974793000.0|3974295000.0|3974295000.0|0.0|448592000.0|239906000.0|241586000.0|AME|2280856000.0|215521000.0|9.50729036|594806000.0
0|45958000.0|3390906000.0|585582000.0|2805324000.0|26.80410628|-2600000.0|259487000.0|259487000.0|0.0|2.57835018|1.38794258|964334000.0|964334000.0|12700000.0|1.04589372|0.0|2009-12-31|156900000.0|169600000.0|169600000.0|156900000.0|92300000.0|1.44|1.38|1.44|1109690000.0|1109690000.0|240600000.0|5.8115942|841800000.0|1984790000.0|64600000.0|1883848000.0|0.0|1540186000.0|227115000.0|1313071000.0|-136900000.0|37100000.0|-230300000.0|0.0|-202200000.0|-181500000.0|243200000.0|3600000.0|59500000.0|59500000.0|59500000.0|0.0|227115000.0|0.0|140118000.0|873137000.0|841800000.0|841800000.0|0.0|529400000.0|41400000.0|43300000.0|AMG|1406116000.0|32800000.0|33.96415459|358467000.0
1|100500000.0|5279800000.0|770900000.0|4508900000.0|37.97468354|-8800000.0|313300000.0|313300000.0|0.0|1.8922435000000002|1.38788889|1392000000.0|1392000000.0|14100000.0|1.04219409|0.0|2010-12-31|296300000.0|310400000.0|310400000.0|296300000.0|230100000.0|2.92|2.81|2.92|1800000000.0|1800000000.0|471900000.0|9.9556962|1358200000.0|3542500000.0|66200000.0|2408600000.0|0.0|2498200000.0|407400000.0|2090800000.0|53800000.0|46400000.0|431200000.0|0.0|545000000.0|-973800000.0|480700000.0|1900000.0|138600000.0|138600000.0|138600000.0|0.0|407400000.0|0.0|278400000.0|1011800000.0|1358200000.0|1358200000.0|0.0|879100000.0|47400000.0|49400000.0|AMG|1737300000.0|91500000.0|36.65189873|363500000.0
2|50000000.0|5218900000.0|876400000.0|4342500000.0|36.02316602|-16100000.0|449500000.0|449500000.0|0.0|2.098659|1.21516613|1198200000.0|1198200000.0|15000000.0|1.02316602|0.0|2011-12-31|331800000.0|346800000.0|346800000.0|331800000.0|258000000.0|3.18|3.11|3.18|1866000000.0|1866000000.0|692400000.0|13.36679537|1704800000.0|3438400000.0|73800000.0|2111600000.0|0.0|2267500000.0|417600000.0|1849900000.0|136200000.0|-33000000.0|-282500000.0|0.0|-503800000.0|-67700000.0|708500000.0|-800000.0|164900000.0|164900000.0|164900000.0|0.0|417600000.0|0.0|249400000.0|1176700000.0|1704800000.0|1704800000.0|0.0|1069600000.0|51800000.0|53000000.0|AMG|1780500000.0|93100000.0|34.37258687|458800000.0
3|79100000.0|6187100000.0|912300000.0|5274800000.0|40.31334623|-20000000.0|430400000.0|430400000.0|0.0|2.42762108|1.28020344|1630600000.0|1630600000.0|14100000.0|1.02514507|0.0|2012-12-31|340800000.0|354900000.0|354900000.0|340800000.0|257800000.0|3.36|3.28|3.36|2084200000.0|2084200000.0|613200000.0|11.86073501|1805500000.0|3940700000.0|83000000.0|3070800000.0|0.0|2668200000.0|375800000.0|2292400000.0|-19100000.0|12500000.0|411400000.0|0.0|146200000.0|-802300000.0|633200000.0|3800000.0|174000000.0|174000000.0|174000000.0|0.0|363300000.0|0.0|311000000.0|1350700000.0|1805500000.0|1805500000.0|0.0|1151600000.0|51700000.0|53000000.0|AMG|2246400000.0|83800000.0|43.45067698|536500000.0
4|74000000.0|6318800000.0|||40.1920904|-24000000.0|469600000.0|469600000.0|0.0||1.1865336000000002|1383700000.0|1383700000.0|14000000.0|1.06779661|0.0|2013-12-31|641900000.0|655900000.0|655900000.0|641900000.0|554600000.0|6.79|6.55|6.79|2134200000.0|2134200000.0|933100000.0|17.57250471|2188800000.0|3802400000.0|87300000.0|3430500000.0|0.0|2532300000.0|||39200000.0|32500000.0|-482300000.0|0.0|-869100000.0|-50300000.0|957100000.0|1500000.0|360500000.0|360500000.0|360500000.0|0.0|514700000.0|0.0|418400000.0|1711200000.0|2188800000.0|2188800000.0|0.0|1374700000.0|53100000.0|56700000.0|AMG|2516400000.0|194100000.0|47.38983051|
5|31800000.0|7698100000.0|||47.76363636|-19200000.0|550600000.0|550600000.0|0.0||1.29783022|1894900000.0|1894900000.0|16900000.0|1.06181818|0.0|2014-12-31|756600000.0|773500000.0|773500000.0|756600000.0|680000000.0|8.22|8.01|8.22|2627000000.0|2627000000.0|1373000000.0|24.96363636|2510900000.0|4431200000.0|76600000.0|4611200000.0|0.0|3409400000.0|||81000000.0|-149400000.0|740300000.0|0.0|-32900000.0|-1268100000.0|1392200000.0|-10200000.0|452100000.0|452100000.0|452100000.0|0.0|808300000.0|0.0|425900000.0|2163300000.0|2510900000.0|2510900000.0|0.0|1516000000.0|55000000.0|58400000.0|AMG|3266900000.0|227900000.0|59.39818182|
6|-18100000.0|7769400000.0|||52.24861878|-38200000.0|563800000.0|563800000.0|0.0||1.19410666|1879400000.0|1879400000.0|18800000.0|1.053407|0.0|2015-12-31|861800000.0|880600000.0|880600000.0|861800000.0|772900000.0|9.49|9.28|9.49|2837100000.0|2837100000.0|1166600000.0|21.48434622|2484500000.0|4354800000.0|88900000.0|4730200000.0|0.0|3387800000.0|||13200000.0|-355900000.0|17800000.0|0.0|-854100000.0|-324500000.0|1204800000.0|-13000000.0|516000000.0|516000000.0|516000000.0|0.0|729400000.0|0.0|391200000.0|2581600000.0|2484500000.0|2484500000.0|0.0|1471500000.0|54300000.0|57200000.0|AMG|3414600000.0|256900000.0|62.8839779|
0|45000000.0|39629000000.0|18932000000.0|20697000000.0|22.31003937|-530000000.0|2884000000.0|2884000000.0|2091000000.0|4.88820036|0.74831252|10601000000.0|10601000000.0|1049000000.0|1.00492126|0.0|2009-12-31|5782000000.0|6831000000.0|6831000000.0|5782000000.0|5204000000.0|4.53|4.51|4.53|22667000000.0|22667000000.0|5806000000.0|5.71456693|12551000000.0|13902000000.0|578000000.0|29571000000.0|2220000000.0|16962000000.0|3873000000.0|13089000000.0|1110000000.0|-3208000000.0|980000000.0|0.0|-2024000000.0|-3202000000.0|6336000000.0|0.0|4605000000.0|4605000000.0|4605000000.0|0.0|574000000.0|0.0|2109000000.0|-4322000000.0|14642000000.0|14642000000.0|2864000000.0|3820000000.0|1016000000.0|1021000000.0|AMGN|25727000000.0|599000000.0|25.32185039|15059000000.0
1|153000000.0|43486000000.0|23129000000.0|20357000000.0|24.94166667|-580000000.0|3287000000.0|3287000000.0|2220000000.0|3.52039574|0.81615436|13362000000.0|13362000000.0|1017000000.0|1.00520833|0.0|2010-12-31|5921000000.0|6938000000.0|6938000000.0|5921000000.0|5317000000.0|4.82|4.79|4.82|23944000000.0|23944000000.0|5207000000.0|5.42395833|12833000000.0|13564000000.0|604000000.0|33427000000.0|2022000000.0|19542000000.0|6570000000.0|12972000000.0|403000000.0|-3706000000.0|2471000000.0|0.0|-1232000000.0|-4152000000.0|5787000000.0|0.0|4627000000.0|4627000000.0|4627000000.0|0.0|716000000.0|0.0|2335000000.0|-3508000000.0|15053000000.0|15053000000.0|2894000000.0|3983000000.0|960000000.0|965000000.0|AMGN|29922000000.0|690000000.0|31.16875|16559000000.0
2|171000000.0|48871000000.0|27593000000.0|21278000000.0|21.02651934|-567000000.0|6946000000.0|6946000000.0|2708000000.0|4.79544665|1.56823795|21428000000.0|21428000000.0|1060000000.0|1.00773481|0.56|2011-12-31|4760000000.0|5820000000.0|5820000000.0|4760000000.0|4150000000.0|4.07|4.04|4.07|19029000000.0|19029000000.0|4552000000.0|5.02983425|12874000000.0|14334000000.0|610000000.0|43265000000.0|2484000000.0|29842000000.0|5754000000.0|24088000000.0|3659000000.0|-8073000000.0|7887000000.0|-500000000.0|-674000000.0|-786000000.0|5119000000.0|0.0|3683000000.0|3683000000.0|3683000000.0|0.0|642000000.0|0.0|2896000000.0|-8919000000.0|15582000000.0|15582000000.0|3167000000.0|4499000000.0|905000000.0|912000000.0|AMGN|34537000000.0|467000000.0|38.16243094|21839000000.0
3|146000000.0|54298000000.0|31209000000.0|23089000000.0|24.59354839|-714000000.0|3257000000.0|3257000000.0|3199000000.0|3.81015749|1.84879328|26529000000.0|26529000000.0|1088000000.0|1.01548387|1.44|2012-12-31|6062000000.0|7150000000.0|7150000000.0|6062000000.0|5009000000.0|5.61|5.52|5.61|19060000000.0|19060000000.0|5168000000.0|6.6683871|14066000000.0|16630000000.0|1053000000.0|52749000000.0|2744000000.0|35238000000.0|8191000000.0|27047000000.0|-3689000000.0|-3319000000.0|4810000000.0|-1118000000.0|419000000.0|-9990000000.0|5882000000.0|0.0|4345000000.0|4345000000.0|4345000000.0|0.0|905000000.0|0.0|2518000000.0|-10423000000.0|17265000000.0|17265000000.0|3380000000.0|4814000000.0|775000000.0|787000000.0|AMGN|37668000000.0|664000000.0|48.60387097|23018000000.0
4|-161000000.0|66125000000.0|27367000000.0|38758000000.0|29.343957500000002|-673000000.0|3805000000.0|3805000000.0|3346000000.0|3.44368944|1.9926230999999999|32128000000.0|32128000000.0|1286000000.0|1.01593625|1.88|2013-12-31|6287000000.0|7573000000.0|7573000000.0|6287000000.0|5265000000.0|6.75|6.64|6.75|22096000000.0|22096000000.0|5618000000.0|7.46082337|15330000000.0|28230000000.0|1022000000.0|58271000000.0|3019000000.0|44029000000.0|7947000000.0|36082000000.0|548000000.0|-536000000.0|4683000000.0|-1415000000.0|2726000000.0|-8469000000.0|6291000000.0|0.0|5081000000.0|5081000000.0|5081000000.0|0.0|787000000.0|0.0|2697000000.0|-7634000000.0|18676000000.0|18676000000.0|4083000000.0|5184000000.0|753000000.0|765000000.0|AMGN|37895000000.0|184000000.0|50.32536521|19420000000.0
5|-8000000.0|69009000000.0|34713000000.0|34296000000.0|33.96310935|-1000000000.0|3731000000.0|3731000000.0|4422000000.0|4.95333904|1.6770502|30715000000.0|30715000000.0|2092000000.0|1.01449275|2.44|2014-12-31|6656000000.0|8748000000.0|8748000000.0|6656000000.0|5585000000.0|6.8|6.7|6.8|25778000000.0|25778000000.0|7555000000.0|9.95388669|15641000000.0|27481000000.0|1071000000.0|61504000000.0|2647000000.0|43231000000.0|7008000000.0|36223000000.0|-74000000.0|48000000.0|-1129000000.0|-1851000000.0|-2877000000.0|-5752000000.0|8555000000.0|0.0|5158000000.0|5158000000.0|5158000000.0|0.0|995000000.0|0.0|2546000000.0|-4624000000.0|20063000000.0|20063000000.0|4297000000.0|4699000000.0|759000000.0|770000000.0|AMGN|41528000000.0|427000000.0|54.7140975|27705000000.0
6|-480000000.0|71449000000.0|38515000000.0|32934000000.0|37.04881266|-375000000.0|4144000000.0|4144000000.0|4227000000.0|4.44540628|1.54420824|31429000000.0|31429000000.0|2108000000.0|1.01055409|3.16|2015-12-31|9073000000.0|11181000000.0|11181000000.0|9073000000.0|7978000000.0|9.15|9.06|9.15|28083000000.0|28083000000.0|8702000000.0|11.48021108|17435000000.0|26428000000.0|1095000000.0|63642000000.0|2435000000.0|43366000000.0|8664000000.0|34702000000.0|413000000.0|-1785000000.0|1065000000.0|-2396000000.0|-3117000000.0|-5547000000.0|9077000000.0|0.0|6939000000.0|6939000000.0|6939000000.0|0.0|965000000.0|0.0|2995000000.0|-2086000000.0|21662000000.0|21662000000.0|4070000000.0|4846000000.0|758000000.0|766000000.0|AMGN|45021000000.0|1039000000.0|59.3944591|29851000000.0
0|-826000.0|134382000.0|||10.46125808|0.0|9594000.0|9594000.0|59658000.0||0.50715386|0.0|0.0|842000.0|1.0|0.0|2009-12-31|4084000.0|4926000.0|4926000.0|4084000.0|4084000.0|0.31|0.31|0.31|88973000.0|88973000.0|260000.0|0.03057025|44589000.0|26034000.0|0.0|98754000.0|0.0|45123000.0|||-328000.0|0.0|0.0|0.0|0.0|-588000.0|260000.0|0.0|2612000.0|2612000.0|2612000.0|0.0|11957000.0|0.0|21570000.0|-382075000.0|104247000.0|104247000.0|0.0|39109000.0|8505000.0|8505000.0|AMIC|108348000.0|1472000.0|12.73932981|
