|ACCOCI|ASSETS|ASSETSC|ASSETSNC|BVPS|CAPEX|CASHNEQ|CASHNEQUSD|COR|CURRENTRATIO|DE|DEBT|DEBTUSD|DEPAMOR|DILUTIONRATIO|DPS|Date|EBIT|EBITDA|EBITDAUSD|EBITUSD|EBT|EPS|EPSDIL|EPSUSD|EQUITY|EQUITYUSD|FCF|FCFPS|GP|INTANGIBLES|INTEXP|INVCAP|INVENTORY|LIABILITIES|LIABILITIESC|LIABILITIESNC|NCF|NCFCOMMON|NCFDEBT|NCFDIV|NCFF|NCFI|NCFO|NCFX|NETINC|NETINCCMN|NETINCCMNUSD|NETINCDIS|PAYABLES|PREFDIVIS|RECEIVABLES|RETEARN|REVENUE|REVENUEUSD|RND|SGNA|SHARESWA|SHARESWADIL|SYMBOL|TANGIBLES|TAXEXP|TBVPS|WORKINGCAPITAL
5|-12337000.0|7962358000.0|4741040000.0|3221318000.0|27.46273241|-227454000.0|104671000.0|104671000.0|5390248000.0|1.29734546|2.97539083|1636893000.0|1636893000.0|284693000.0|1.0066089|0.24|2015-01-03|854802000.0|1139495000.0|1139495000.0|854802000.0|781394000.0|6.75|6.71|6.75|2002912000.0|2002912000.0|481537000.0|6.60254758|4453613000.0|1743551000.0|73408000.0|4096613000.0|3936955000.0|5959446000.0|3654416000.0|2305030000.0|-1007800000.0|1424000.0|599619000.0|-17580000.0|575911000.0|-2288237000.0|708991000.0|-4465000.0|493825000.0|493825000.0|493825000.0|0.0|3095365000.0|0.0|579825000.0|1565341000.0|9843861000.0|9843861000.0|0.0|3601903000.0|72932000.0|73414000.0|AAP|6218807000.0|287569000.0|85.26856524|1086624000.0
6|-44059000.0|8127701000.0|4940746000.0|3186955000.0|33.62000273|-234477000.0|90782000.0|90782000.0|5314246000.0|1.30106015|2.30307342|1206895000.0|1206895000.0|269476000.0|1.00741905|0.24|2016-01-02|818296000.0|1087772000.0|1087772000.0|818296000.0|752888000.0|6.45|6.4|6.45|2460648000.0|2460648000.0|455165000.0|6.21895068|4422772000.0|1676609000.0|65408000.0|3769728000.0|4174768000.0|5667053000.0|3797477000.0|1869576000.0|-13889000.0|-1491000.0|-426322000.0|-17649000.0|-445952000.0|-253366000.0|689642000.0|-4213000.0|473398000.0|473398000.0|473398000.0|0.0|3203922000.0|0.0|597788000.0|2021077000.0|9737018000.0|9737018000.0|0.0|3596992000.0|73190000.0|73733000.0|AAP|6451092000.0|279490000.0|88.14171335|1143269000.0
0|77000000.0|47501000000.0|31555000000.0|15946000000.0|5.06149946|-1144000000.0|5263000000.0|5263000000.0|25683000000.0|2.74248218|0.50129583|0.0|0.0|734000000.0|1.01566489|0.0|2009-09-26|12066000000.0|12800000000.0|12800000000.0|12066000000.0|12066000000.0|1.32|1.3|1.32|31640000000.0|31640000000.0|9015000000.0|1.44214341|17222000000.0|453000000.0|0.0|30279000000.0|455000000.0|15861000000.0|11506000000.0|4355000000.0|-6612000000.0|475000000.0|0.0|0.0|663000000.0|-17434000000.0|10159000000.0|0.0|8235000000.0|8235000000.0|8235000000.0|0.0|5601000000.0|0.0|5057000000.0|23353000000.0|42905000000.0|42905000000.0|1333000000.0|4149000000.0|6251112000.0|6349035000.0|AAPL|47048000000.0|3831000000.0|7.52634091|20049000000.0
1|-46000000.0|75183000000.0|41678000000.0|33505000000.0|7.5069582|-2005000000.0|11261000000.0|11261000000.0|39541000000.0|2.01129235|0.57316231|0.0|0.0|1027000000.0|1.01676927|0.0|2010-09-25|18540000000.0|19567000000.0|19567000000.0|18540000000.0|18540000000.0|2.2|2.16|2.2|47791000000.0|47791000000.0|16590000000.0|2.60593912|25684000000.0|1083000000.0|0.0|42117000000.0|1051000000.0|27392000000.0|20722000000.0|6670000000.0|5998000000.0|912000000.0|0.0|0.0|1257000000.0|-13854000000.0|18595000000.0|0.0|14013000000.0|14013000000.0|14013000000.0|0.0|12015000000.0|0.0|9924000000.0|37169000000.0|65225000000.0|65225000000.0|1782000000.0|5517000000.0|6366227000.0|6472984000.0|AAPL|74100000000.0|4527000000.0|11.63954725|20956000000.0
2|443000000.0|116371000000.0|44988000000.0|71383000000.0|11.84193158|-4260000000.0|9815000000.0|9815000000.0|64431000000.0|1.60843761|0.51890622|0.0|0.0|1814000000.0|1.0134021|0.0|2011-09-24|34205000000.0|36019000000.0|36019000000.0|34205000000.0|34205000000.0|4.01|3.95|4.01|76615000000.0|76615000000.0|33269000000.0|5.14219437|43818000000.0|4432000000.0|0.0|74154000000.0|776000000.0|39756000000.0|27970000000.0|11786000000.0|-1446000000.0|831000000.0|0.0|0.0|1444000000.0|-40419000000.0|37529000000.0|0.0|25922000000.0|25922000000.0|25922000000.0|0.0|14632000000.0|0.0|11717000000.0|62841000000.0|108249000000.0|108249000000.0|2429000000.0|7599000000.0|6469806000.0|6556515000.0|AAPL|111939000000.00003|8283000000.0|17.30175526|17018000000.0
3|499000000.0|176064000000.0|57653000000.0|118411000000.0|18.06463168|-8295000000.0|10746000000.0|10746000000.0|87846000000.0|1.49584868|0.48941714|0.0|0.0|3277000000.0|1.01127141|0.38|2012-09-29|55763000000.0|59040000000.0|59040000000.0|55763000000.0|55763000000.0|6.38|6.31|6.38|118210000000.0|118210000000.0|42561000000.0|6.50409262|68662000000.0|5359000000.0|0.0|121417000000.0|791000000.0|57854000000.0|38542000000.0|19312000000.0|931000000.0|665000000.0|0.0|-2488000000.0|-1698000000.0|-48227000000.0|50856000000.0|0.0|41733000000.0|41733000000.0|41733000000.0|0.0|21175000000.0|0.0|18692000000.0|101289000000.0|156508000000.0|156508000000.0|3381000000.0|10040000000.0|6543726000.0|6617483000.0|AAPL|170705000000.0|14030000000.0|26.08681965|19111000000.0
4|-471000000.0|207000000000.0|73286000000.0|133714000000.0|19.07409237|-8165000000.0|14259000000.0|14259000000.0|106606000000.0|1.67863851|0.67544861|16960000000.0|16960000000.0|6757000000.0|1.00684141|1.63|2013-09-28|50155000000.0|56912000000.0|56912000000.0|50155000000.0|50155000000.0|5.72|5.68|5.72|123549000000.0|123549000000.0|45501000000.0|7.02466452|64304000000.0|5756000000.0|0.0|160287000000.0|1764000000.0|83451000000.0|43658000000.0|39793000000.0|3513000000.0|-22330000000.0|16896000000.0|-10564000000.0|-16379000000.0|-33774000000.0|53666000000.0|0.0|37037000000.0|37037000000.0|37037000000.0|0.0|22367000000.0|0.0|20641000000.0|104256000000.0|170910000000.0|170910000000.0|4475000000.0|10830000000.0|6477320000.0|6521634000.0|AAPL|201244000000.0|13118000000.0|31.06902237|29628000000.0
5|1082000000.0|231839000000.0|68531000000.0|163308000000.0|18.3297478|-9571000000.0|13844000000.0|13844000000.0|112257999999.99997|1.08011285|1.07839745|35295000000.0|35295000000.0|7946000000.0|1.00609491|1.81|2014-09-27|53483000000.0|61429000000.0|61429000000.0|53483000000.0|53483000000.0|6.49|6.45|6.49|111547000000.0|111547000000.0|50142000000.0|8.23948842|70537000000.0|8758000000.0|0.0|181084000000.0|2111000000.0|120292000000.0|63448000000.0|56844000000.0|-415000000.0|-44270000000.0|18266000000.0|-11126000000.0|-37549000000.0|-22579000000.0|59713000000.0|0.0|39510000000.0|39510000000.0|39510000000.0|0.0|30196000000.0|0.0|27219000000.0|87152000000.0|182795000000.0|182795000000.0|6041000000.0|11993000000.0|6085572000.0|6122663000.0|AAPL|223081000000.0|13973000000.0|36.65735941|5083000000.0
6|-345000000.0|290345000000.0|89378000000.0|200967000000.0|20.745048899999997|-11247000000.0|21120000000.0|21120000000.0|140089000000.0|1.10877062|1.43261698|64328000000.0|64328000000.0|11257000000.0|1.0068912|1.98|2015-09-26|72515000000.0|83772000000.0|83772000000.0|72515000000.0|72515000000.0|9.28|9.22|9.28|119355000000.00003|119355000000.00003|70019000000.0|12.16997678|93626000000.0|9009000000.0|0.0|243934000000.0|2349000000.0|170990000000.0|80610000000.0|90380000000.0|7276000000.0|-34710000000.0|29305000000.0|-11561000000.0|-17716000000.0|-56274000000.0|81266000000.0|0.0|53394000000.0|53394000000.0|53394000000.0|0.0|35490000000.0|0.0|30343000000.0|92284000000.0|233715000000.0|233715000000.0|8067000000.0|14329000000.0|5753421000.0|5793069000.0|AAPL|281336000000.0|19121000000.0|48.89890728|8768000000.0
7|634000000.0|321686000000.0|106868999999.99997|214817000000.0|23.44237244|-12734000000.0|20484000000.0|20484000000.0|131376000000.0|1.35266942|1.50829246|87032000000.0|87032000000.0|10505000000.0|1.00538512|2.18|2016-09-24|61372000000.0|71877000000.0|71877000000.0|61372000000.0|61372000000.0|8.35|8.31|8.35|128248999999.99997|128248999999.99997|53090000000.0|9.70421253|84263000000.0|8620000000.0|0.0|300608000000.0|2132000000.0|193437000000.0|79006000000.0|114431000000.0|-636000000.0|-29227000000.0|22057000000.0|-12150000000.0|-20483000000.0|-45977000000.0|65824000000.0|0.0|45687000000.0|45687000000.0|45687000000.0|0.0|37294000000.0|0.0|29299000000.0|96364000000.0|215639000000.0|215639000000.0|10045000000.0|14194000000.0|5470820000.0|5500281000.0|AAPL|313066000000.0|15685000000.0|57.22469392|27863000000.0
0||||||-448000000.0|||4293000000.0|||||1184000000.0||0.0|2010-12-31|4808000000.0|5992000000.0|5992000000.0|4808000000.0|4836000000.0|2.65|2.65|2.65|||4528000000.0||11345000000.0||-28000000.0||||||10000000.0|0.0|0.0|0.0|65000000.0|-5031000000.0|4976000000.0|0.0|4178000000.0|4178000000.0|4178000000.0|0.0||0.0|||15638000000.0|15638000000.0|2495000000.0|3820000000.0|||ABBV||658000000.0||
1|-25000000.0|19521000000.0|7354000000.0|12167000000.0|7.56626506|-356000000.0|27000000.0|27000000.0|4639000000.0|1.24707478|0.63602078|48000000.0|48000000.0|1272000000.0|1.0|0.0|2011-12-31|3648000000.0|4920000000.0|4920000000.0|3648000000.0|3668000000.0|2.18|2.18|2.18|11932000000.0|11932000000.0|5891000000.0|3.73557387|12805000000.0|9010000000.0|-20000000.0|4635000000.0|872000000.0|7589000000.0|5897000000.0|1692000000.0|17000000.0|0.0|0.0|0.0|-6783000000.0|553000000.0|6247000000.0|0.0|3433000000.0|3433000000.0|3433000000.0|0.0|5881000000.0|0.0|3817000000.0||17444000000.0|17444000000.0|2618000000.0|5894000000.0|1577000000.0|1577000000.0|ABBV|10511000000.0|235000000.0|6.66518706|1457000000.0
2|-350000000.0|27008000000.0|15354000000.0|11654000000.0|2.13253012|-333000000.0|5901000000.0|5901000000.0|4508000000.0|2.26593861|7.03092477|15672000000.0|15672000000.0|1150000000.0|1.0|0.0|2012-12-31|5809000000.0|6959000000.0|6959000000.0|5809000000.0|5725000000.0|3.35|3.35|3.35|3363000000.0|3363000000.0|6012000000.0|3.81230184|13872000000.0|8453000000.0|84000000.0|21550000000.0|1091000000.0|23645000000.0|6776000000.0|16869000000.0|5874000000.0|0.0|15586000000.0|0.0|1931000000.0|-2418000000.0|6345000000.0|16000000.0|5275000000.0|5275000000.0|5275000000.0|0.0|5734000000.0|0.0|4298000000.0|0.0|18380000000.0|18380000000.0|2778000000.0|4989000000.0|1577000000.0|1577000000.0|ABBV|18555000000.0|450000000.0|11.76601141|8578000000.0
3|-442000000.0|29198000000.0|17848000000.0|11350000000.0|2.82693518|-491000000.0|9595000000.0|9595000000.0|4581000000.0|2.59456316|5.5|14723000000.0|14723000000.0|897000000.0|1.0094398999999998|1.6|2013-12-31|5610000000.0|6507000000.0|6507000000.0|5610000000.0|5332000000.0|2.58|2.56|2.58|4492000000.0|4492000000.0|5776000000.0|3.63499056|14209000000.0|8167000000.0|278000000.0|19280000000.0|1150000000.0|24706000000.0|6879000000.0|17827000000.0|3694000000.0|27000000.0|-601000000.0|-2555000000.0|-3442000000.0|879000000.0|6267000000.0|-10000000.0|4128000000.0|4128000000.0|4128000000.0|0.0|6448000000.0|0.0|3854000000.0|1567000000.0|18790000000.0|18790000000.0|2855000000.0|5352000000.0|1589000000.0|1604000000.0|ABBV|21031000000.0|1204000000.0|13.23536816|10969000000.0
4|-2031000000.0|27513000000.0|16081000000.0|11432000000.0|1.09216301|-612000000.0|8348000000.0|8348000000.0|4426000000.0|1.41148073|14.79391504|14977000000.0|14977000000.0|786000000.0|1.00940439|1.66|2014-12-31|2760000000.0|3546000000.0|3546000000.0|2760000000.0|2369000000.0|1.11|1.1|1.11|1742000000.0|1742000000.0|2937000000.0|1.84137931|15534000000.0|7375000000.0|391000000.0|15374000000.0|1124000000.0|25771000000.0|11393000000.0|14378000000.0|-1247000000.0|-427000000.0|-146000000.0|-2661000000.0|-3293000000.0|-926000000.0|3549000000.0|-577000000.0|1774000000.0|1774000000.0|1774000000.0|0.0|6954000000.0|0.0|3735000000.0|535000000.0|19960000000.0|19960000000.0|3297000000.0|7724000000.0|1595000000.0|1610000000.0|ABBV|20138000000.0|595000000.0|12.62570533|4688000000.0
5|-2561000000.0|53050000000.0|16314000000.0|36736000000.0|2.42769231|-532000000.0|8399000000.0|8399000000.0|4500000000.0|1.49752157|12.44740177|31671000000.0|31671000000.0|836000000.0|1.00738462|2.02|2015-12-31|7331000000.0|8167000000.0|8167000000.0|7331000000.0|6645000000.0|3.15|3.13|3.15|3945000000.0|3945000000.0|7003000000.0|4.30953846|18359000000.0|32877000000.0|686000000.0|32551000000.0|1719000000.0|49105000000.0|10894000000.0|38211000000.0|51000000.0|-7425000000.0|16441000000.0|-3294000000.0|5752000000.0|-12936000000.0|7535000000.0|-300000000.0|5144000000.0|5144000000.0|5144000000.0|0.0|8463000000.0|0.0|4730000000.0|2248000000.0|22859000000.0|22859000000.0|4285000000.0|6387000000.0|1625000000.0|1637000000.0|ABBV|20173000000.0|1501000000.0|12.41415385|5420000000.0
0|-46096000.0|13572740000.0|9953753000.0|3618987000.0|9.03763478|-145729000.0|1009368000.0|1009368000.0|69659915000.0|1.05001714|3.99646416|1178001000.0|1178001000.0|74612000.0|1.00725614|0.21|2009-09-30|873926000.0|948538000.0|948538000.0|873926000.0|815619000.0|1.67|1.66|1.67|2716469000.0|2716469000.0|638034000.0|2.12272559|2100075000.0|2859064000.0|58307000.0|1402699000.0|4972820000.0|10856271000.0|9479610000.0|1376661000.0|131254000.0|-428284000.0|-13180000.0|-62696000.0|-504160000.0|-148349000.0|783763000.0|0.0|503397000.0|503397000.0|503397000.0|8455000.0|8517162000.0|0.0|3916509000.0|2919760000.0|71759990000.0|71759990000.0|0.0|1120240000.0|300573000.0|302754000.0|ABC|10713676000.0|312222000.0|35.64417296|474143000.0
1|-42536000.0|14434843000.0|10748350000.0|3686493000.0|10.46665462|-176209000.0|1658182000.0|1658182000.0|75451410000.0|1.08499664|3.88605005|1343580000.0|1343580000.0|70172000.0|1.01767178|0.32|2010-09-30|1095501000.0|1165673000.0|1165673000.0|1095501000.0|1023108000.0|2.26|2.22|2.26|2954297000.0|2954297000.0|932415000.0|3.3034138999999993|2325050000.0|2845343000.0|72393000.0|1368554000.0|5210098000.0|11480546000.0|9906344000.0|1574202000.0|648814000.0|-337637000.0|168696000.0|-90622000.0|-275439000.0|-184371000.0|1108624000.0|0.0|636748000.0|636748000.0|636748000.0|-6946000.0|8833285000.0|0.0|3827484000.0|3465886000.0|77776460000.0|77776460000.0|0.0|1150833000.0|282258000.0|287246000.0|ABC|11589500000.0|386360000.0|41.05995224|842006000.0
2|-50868000.0|14982671000.0|11375041000.0|3607630000.0|10.52169956|-155274000.0|1825990000.0|1825990000.0|76236682000.0|1.04595539|4.22616432|1364952000.0|1364952000.0|89659000.0|1.01925343|0.43|2011-09-30|1203266000.0|1292925000.0|1292925000.0|1203266000.0|1127118000.0|2.59|2.54|2.59|2866858000.0|2866858000.0|1012674000.0|3.71663039|2458977000.0|2805720000.0|76148000.0|840649000.0|5443101000.0|12115813000.0|10875264000.0|1240549000.0|167808000.0|-685046000.0|-7481000.0|-117624000.0|-787722000.0|-212418000.0|1167948000.0|0.0|706624000.0|706624000.0|706624000.0|-9129000.0|9191428000.0|0.0|3793850000.0|4055664000.0|78695659000.0|78695659000.0|0.0|1138022000.0|272471000.0|277717000.0|ABC|12176951000.0|420494000.0|44.6908148|499777000.0
3|-32657000.0|15442256000.0|11058464000.0|4383792000.0|9.70653919|-133292000.0|1066608000.0|1066608000.0|75446120000.0|0.98161463|5.29052949|1395931000.0|1395931000.0|113765000.0|1.01580429|0.52|2012-09-30|1267067000.0|1380832000.0|1380832000.0|1267067000.0|1174498000.0|2.84|2.8|2.84|2454842000.0|2454842000.0|1172157000.0|4.63475362|2634686000.0|3523432000.0|92569000.0|982561000.0|5472010000.0|12987414000.0|11265586000.0|1721828000.0|-759382000.0|-1047022000.0|41306000.0|-132760000.0|-1116882000.0|-947949000.0|1305449000.0|0.0|718986000.0|718986000.0|718986000.0|42375000.0|9492589000.0|0.0|3784619000.0|1270423000.0|78080806000.0|78080806000.0|0.0|1152556000.0|252906000.0|256903000.0|ABC|11918824000.0|455512000.0|47.127486100000006|-207122000.0
4|-35483000.0|18918638000.0|14393651000.0|4524987000.0|10.03927432|-202450000.0|1231006000.0|1231006000.0|85451348000.0|0.96792444|7.15548174|1396606000.0|1396606000.0|138690000.0|1.01851411|1.05|2013-09-30|838627000.0|977317000.0|977317000.0|838627000.0|764730000.0|1.88|1.84|1.88|2319745000.0|2319745000.0|585675000.0|2.53465445|2507819000.0|3499713000.0|73897000.0|713890000.0|6981494000.0|16598893000.0|14870635000.0|1728258000.0|164398000.0|-328463000.0|-8975000.0|-195716000.0|-740987000.0|117260000.0|788125000.0|0.0|433707000.0|433707000.0|433707000.0|59728000.0|13335792000.0|0.0|6051920000.0|1508414000.0|87959167000.0|87959167000.0|0.0|1333712000.0|231067000.0|235345000.0|ABC|15418925000.0|331023000.0|66.72923871|-476984000.0
5|-52046000.0|21532183000.0|16800205000.0|4731978000.0|8.60678551|-264457000.0|1808513000.0|1808513000.0|116586761000.0|0.97391589|10.00321631|1995632000.0|1995632000.0|162089000.0|1.03535254|0.94|2014-09-30|742744000.0|904833000.0|904833000.0|742744000.0|665882000.0|1.22|1.17|1.22|1956899000.0|1956899000.0|1198696000.0|5.27207554|2982366000.0|3481744000.0|76862000.0|987398000.0|8593852000.0|19575284000.0|17250160000.0|2325124000.0|577507000.0|-626020000.0|550395000.0|-214469000.0|-501491000.0|-384155000.0|1463153000.0|0.0|276484000.0|276484000.0|276484000.0|7546000.0|15592834000.0|0.0|6312883000.0|1570429000.0|119569127000.0|119569127000.0|0.0|1587261000.0|227367000.0|235405000.0|ABC|18050439000.0|389398000.0|79.38900104|-449955000.0
6|-136333000.0|27736157000.0|20334488000.0|7401669000.0|2.90891058|-231585000.0|2167442000.0|2167442000.0|132432489999.99997|0.94290669|42.78102822|3493048000.0|3493048000.0|187935000.0|1.0|1.16|2015-09-30|373150000.0|561085000.0|561085000.0|373150000.0|274149000.0|-0.62|-0.62|-0.62|633520000.0|633520000.0|3688794000.0|16.93770031|3529313000.0|6123944000.0|99001000.0|1372071000.0|9755094000.0|27102637000.0|21565748000.0|5536889000.0|358929000.0|-1665115000.0|1468749000.0|-253919000.0|-630285000.0|-2931165000.0|3920379000.0|0.0|-134887000.0|-134887000.0|-134887000.0|0.0|20886439000.0|0.0|8222951000.0|1181623000.0|135961803000.0|135961803000.0|0.0|1918045000.0|217786000.0|217786000.0|ABC|21612213000.0|409036000.0|99.23600691|-1231260000.0
0|1307000.0|316258000.0|157066000.0|159192000.0|3.00769418|-15013000.0|23746000.0|23746000.0|116556000.0|0.81084737|2.19778764|0.0|0.0|6627000.0|1.0072379999999999|0.0|2009-03-31|31585000.0|38212000.0|38212000.0|31585000.0|31585000.0|0.66|0.65|0.66|98899000.0|98899000.0|24678000.0|0.75050179|113804000.0|29026000.0|0.0|69780000.0|0.0|217359000.0|193706000.0|23653000.0|5839000.0|-60734000.0|0.0|0.0|-61268000.0|27416000.0|39691000.0|0.0|21468000.0|21468000.0|21468000.0|0.0|35777000.0|0.0|116739000.0|134492000.0|230360000.0|230360000.0|0.0|79017000.0|32882000.0|33120000.0|ABCO|287232000.0|10117000.0|8.73523508|-36640000.0
1|1034000.0|386772000.0|224068000.0|162704000.0|3.60344828|-2544000.0|61238000.0|61238000.0|118443000.0|0.91049391|2.45903501|0.0|0.0|8035000.0|1.01140831|0.0|2010-03-31|17625000.0|25660000.0|25660000.0|17625000.0|17625000.0|0.37|0.36|0.37|111815000.0|111815000.0|44127000.0|1.42207541|114167000.0|46416000.0|0.0|33023000.0|0.0|274957000.0|246095000.0|28862000.0|37492000.0|-3637000.0|0.0|0.0|-4886000.0|-4293000.0|46671000.0|0.0|11433000.0|11433000.0|11433000.0|0.0|51254000.0|0.0|143453000.0|145925000.0|232610000.0|232610000.0|0.0|84666000.0|31030000.0|31384000.0|ABCO|340356000.0|6192000.0|10.96861102|-22027000.0
2|-120000.0|491188000.0|219899000.0|271289000.0|4.72230344|-12329000.0|30378000.0|30378000.0|144906000.0|0.76927571|2.30561538|0.0|0.0|10694000.0|1.04334838|0.0|2011-03-31|28215000.0|38909000.0|38909000.0|28215000.0|28215000.0|0.59|0.56|0.59|148592000.0|148592000.0|38140000.0|1.21210195|138533000.0|77724000.0|0.0|97234000.0|0.0|342596000.0|285852000.0|56744000.0|-30860000.0|9667000.0|0.0|0.0|10608000.0|-91937000.0|50469000.0|0.0|18524000.0|18524000.0|18524000.0|0.0|51957000.0|0.0|176558000.0|164449000.0|283439000.0|283439000.0|0.0|102520000.0|31466000.0|32830000.0|ABCO|413464000.0|9691000.0|13.14002415|-65953000.0
3|1206000.0|705588000.0|361009000.0|344579000.0|6.61567301|-33194000.0|60642000.0|60642000.0|197937000.0|0.92524181|2.2508535|0.0|0.0|14817000.0|1.05644965|0.0|2012-03-31|40500000.0|55317000.0|55317000.0|40500000.0|40500000.0|0.77|0.73|0.77|217047000.0|217047000.0|60713000.0|1.85055474|172408000.0|93619000.0|0.0|161149000.0|0.0|488541000.0|390178000.0|98363000.0|30264000.0|24668000.0|0.0|0.0|25087000.0|-88730000.0|93907000.0|0.0|25293000.0|25293000.0|25293000.0|-2441000.0|57529000.0|0.0|281584000.0|189742000.0|370345000.0|370345000.0|0.0|121767000.0|32808000.0|34660000.0|ABCO|611969000.0|15207000.0|18.65304194|-29169000.0
4|1261000.0|897933000.0|467902000.0|430031000.0|8.14814388|-40372000.0|57829000.0|57829000.0|237605000.0|0.94590054|2.17374385|0.0|0.0|20308000.0|1.04558938|0.0|2013-03-31|41431000.0|61739000.0|61739000.0|41431000.0|41431000.0|0.67|0.64|0.67|282928000.0|282928000.0|42889000.0|1.23517553|213232000.0|127921000.0|0.0|217520000.0|0.0|615013000.0|494663000.0|120350000.0|-2813000.0|6501000.0|0.0|0.0|20827000.0|-106901000.0|83261000.0|0.0|23408000.0|23408000.0|23408000.0|0.0|75089000.0|0.0|370321000.0|-94306000.0|450837000.0|450837000.0|0.0|147449000.0|34723000.0|36306000.0|ABCO|770012000.0|18023000.0|22.17584886|-26761000.0
5|-1541000.0|1041335000.0|506201000.0|535134000.0|9.39279846|-49729000.0|23129000.0|23129000.0|271923000.0|0.89416954|2.08777121|0.0|0.0|31084000.0|1.02924058|0.0|2014-03-31|42729000.0|73813000.0|73813000.0|42729000.0|42729000.0|0.67|0.65|0.67|337286000.0|337286000.0|27573000.0|0.76785764|247506000.0|163179000.0|0.0|288914000.0|0.0|704176000.0|566113000.0|138063000.0|-34700000.0|620000.0|0.0|0.0|14176000.0|-126178000.0|77302000.0|0.0|23992000.0|23992000.0|23992000.0|0.0|77815000.0|0.0|447897000.0|-91468000.0|519429000.0|519429000.0|0.0|170467000.0|35909000.0|36959000.0|ABCO|878156000.0|18737000.0|24.45503913|-59912000.0
6|202000.0|1979477000.0|699812000.0|1279665000.0|10.72123281|-56690000.0|71825000.0|71825000.0|392676000.0|0.96490391|3.40774142|552529000.0|552529000.0|73134000.0|1.0|0.0|2015-12-31|-82693000.0|-9559000.0|-9559000.0|-82693000.0|-103814000.0|-2.84|-2.84|-2.84|449091000.0|449091000.0|105244000.0|2.51250955|375672000.0|1012921000.0|21121000.0|721994000.0|0.0|1530386000.0|725266000.0|805120000.0|-1111000.0|101038000.0|530295000.0|0.0|628630000.0|-791675000.0|161934000.0|0.0|-119014000.0|-119014000.0|-119014000.0|0.0|74879000.0|0.0|605444000.0|-295860000.0|768348000.0|768348000.0|0.0|249627000.0|41888000.0|41888000.0|ABCO|966556000.0|15200000.0|23.07477082|-25454000.0
0|-2423000.0|1521153000.0|620997000.0|900156000.0|13.37375664|-18582000.0|34153000.0|34153000.0|3114699000.0|1.81210351|1.21403537|172500000.0|172500000.0|33325000.0|1.00918771|0.52|2009-10-31|89344000.0|122669000.0|122669000.0|89344000.0|83463000.0|1.06|1.05|1.06|687050000.0|687050000.0|122289000.0|2.38041384|367124000.0|607436000.0|5881000.0|709370000.0|0.0|834103000.0|342694000.0|491409000.0|7412000.0|6331000.0|-75596000.0|-26727000.0|-95992000.0|-37467000.0|140871000.0|0.0|54293000.0|54293000.0|54293000.0|1197000.0|84701000.0|0.0|517358000.0|512476000.0|3481823000.0|3481823000.0|0.0|263633000.0|51373000.0|51845000.0|ABM|913717000.0|29170000.0|17.78593814|278303000.0
1|-1863000.0|1548670000.0|608756000.0|939914000.0|14.18011397|-23942000.0|39446000.0|39446000.0|3134018000.0|1.8234362000000002|1.09555834|140500000.0|140500000.0|36315000.0|1.01517739|0.54|2010-10-31|108963000.0|145278000.0|145278000.0|108963000.0|104324000.0|1.23|1.21|1.23|739025000.0|739025000.0|125922000.0|2.41614061|361729000.0|659757000.0|4639000.0|656116000.0|0.0|809645000.0|333851000.0|475794000.0|5293000.0|11376000.0|-39935000.0|-28152000.0|-56711000.0|-87860000.0|149864000.0|0.0|64121000.0|64121000.0|64121000.0|-251000.0|78928000.0|0.0|526611000.0|547944000.0|3495747000.0|3495747000.0|0.0|241526000.0|52117000.0|52908000.0|ABM|888913000.0|40203000.0|17.05610453|274905000.0
2|-2661000.0|1879598000.0|733757000.0|1145841000.0|14.98251162|-22124000.0|26467000.0|26467000.0|3781264000.0|1.65560384|1.36164225|300000000.0|300000000.0|52658000.0|1.0184860999999998|0.56|2011-10-31|121289000.0|173947000.0|173947000.0|121289000.0|105484000.0|1.29|1.27|1.29|795886000.0|795886000.0|137866000.0|2.59532012|465578000.0|879866000.0|15805000.0|830069000.0|0.0|1083712000.0|443196000.0|640516000.0|-12979000.0|9708000.0|159500000.0|-29744000.0|134443000.0|-307412000.0|159990000.0|0.0|68504000.0|68504000.0|68504000.0|194000.0|130464000.0|0.0|622708000.0|586625000.0|4246842000.0|4246842000.0|0.0|324762000.0|53121000.0|54103000.0|ABM|999732000.0|36980000.0|18.81990173|290561000.0
3|-2154000.0|1851158000.0|749334000.0|1101824000.0|15.74811111|-28000000.0|43459000.0|43459000.0|3854400000.0|1.64393605|1.17681368|215000000.0|215000000.0|50900000.0|1.01666667|0.58|2012-10-31|102600000.0|153500000.0|153500000.0|102600000.0|92600000.0|1.16|1.14|1.16|850398000.0|850398000.0|122600000.0|2.27037037|445900000.0|860748000.0|10000000.0|706134000.0|0.0|1000760000.0|455817000.0|544943000.0|17000000.0|12500000.0|-85000000.0|-31300000.0|-103800000.0|-29800000.0|150600000.0|0.0|62600000.0|62600000.0|62600000.0|100000.0|130410000.0|0.0|625817000.0|617372000.0|4300300000.0|4300300000.0|0.0|327800000.0|54000000.0|54900000.0|ABM|990410000.0|30000000.0|18.34092593|293517000.0
